reporting_year,section,subsection,question_index,upper_question_text,question_text,additional_question_info_1,additional_question_info_2,response_type,response
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.ACT.UnACA,5.5 Does your workplace health and safety risk management process include any of the following?,5.5a What actions/responses have been put in place as part of your workplace sexual harassment risk management process?,NA,NA,Option,Undertake and act on a culture audit of the relevant business or division
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.ACT.WAdjust,5.5 Does your workplace health and safety risk management process include any of the following?,5.5a What actions/responses have been put in place as part of your workplace sexual harassment risk management process?,NA,NA,Option,Make workplace adjustments
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.Consul,5.5 Does your workplace health and safety risk management process include any of the following?,5.5 Does your workplace health and safety risk management process include any of the following?,NA,NA,Option,Consultation on sexual harassment risks and mitigation with staff and other relevant stakeholders (e.g. people you share a premises with)
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.Control,5.5 Does your workplace health and safety risk management process include any of the following?,5.5 Does your workplace health and safety risk management process include any of the following?,NA,NA,Option,Control measures to eliminate or minimise the identified drivers and risks for sexual harassment so far as reasonably practicable
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.Ident,5.5 Does your workplace health and safety risk management process include any of the following?,5.5 Does your workplace health and safety risk management process include any of the following?,NA,NA,Option,"Identification, assessment and control measures in place to manage the risk of vicarious trauma to responding staff"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.Identi,5.5 Does your workplace health and safety risk management process include any of the following?,5.5 Does your workplace health and safety risk management process include any of the following?,NA,NA,Option,Identification and assessment of the specific workplace and industry risks of sexual harassment
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.Other,5.5 Does your workplace health and safety risk management process include any of the following?,5.5 Does your workplace health and safety risk management process include any of the following?,NA,NA,Option,Other (please specify)
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.RegR,5.5 Does your workplace health and safety risk management process include any of the following?,5.5 Does your workplace health and safety risk management process include any of the following?,NA,NA,Option,Regular review of the effectiveness of control measures to eliminate or minimise the risks of sexual harassment
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.Repr,5.5 Does your workplace health and safety risk management process include any of the following?,5.5 Does your workplace health and safety risk management process include any of the following?,NA,NA,Option,"Reporting to leadership on workplace sexual harassment risks, prevention and response, incident management effectiveness and outcomes, trend analysis and actions"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.WHS.nonea,5.5 Does your workplace health and safety risk management process include any of the following?,5.5 Does your workplace health and safety risk management process include any of the following?,NA,NA,Option,None of the above
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.dyhfp.NGB,5.2 Have the policies and/or strategies been reviewed and approved in the reporting period by the Governing Body and CEO (or equivalent)?,5.2 Have the policies and/or strategies been reviewed and approved in the reporting period by the Governing Body and CEO (or equivalent)?,NA,By the Governing Body,Option,No
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.dyhfp.Nceo,5.2 Have the policies and/or strategies been reviewed and approved in the reporting period by the Governing Body and CEO (or equivalent)?,5.2 Have the policies and/or strategies been reviewed and approved in the reporting period by the Governing Body and CEO (or equivalent)?,NA,By the CEO (or equivalent),Option,No
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.dyhfp.YGB,5.2 Have the policies and/or strategies been reviewed and approved in the reporting period by the Governing Body and CEO (or equivalent)?,5.2 Have the policies and/or strategies been reviewed and approved in the reporting period by the Governing Body and CEO (or equivalent)?,NA,By the Governing Body,Option,Yes
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.dyhfp.Yceo,5.2 Have the policies and/or strategies been reviewed and approved in the reporting period by the Governing Body and CEO (or equivalent)?,5.2 Have the policies and/or strategies been reviewed and approved in the reporting period by the Governing Body and CEO (or equivalent)?,NA,By the CEO (or equivalent),Option,Yes
2023-24,Workplace overview,Policy and strategy,WC.OV.N,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,NA,NA,Option,No
2023-24,Workplace overview,Policy and strategy,WC.GE.N.Dev,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,NA,NA,Option,Currently under development
2023-24,Workplace overview,Policy and strategy,WC.GE.N.Dev.Date,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,NA,NA,Date,NA
2023-24,Workplace overview,Policy and strategy,WC.GE.N.Oth,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,NA,NA,Option,Other
2023-24,Workplace overview,Policy and strategy,WC.OV.Y,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,NA,NA,Option,Yes
2023-24,Workplace overview,Policy and strategy,WC.GE.Y.Gen,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,1.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Gender and other aspects of diversity
2023-24,Workplace overview,Policy and strategy,WC.GE.KPIMang.Y,1.1 Do you have formal policies and/or formal strategies in place that support gender equality in the workplace?,1.1a Do the formal policies and/or formal strategies include any of the following?,NA,NA,Option,Key performance indicators for managers relating to gender equality
